#Application: JXR BSC 1.7.6.4
#Release Date: 20200813
#Modbus Model: C2C Model
[2021-06-17 00:00:01.785] Heartbeat: 0
[2021-06-17 00:00:04.784] Heartbeat: 1
[2021-06-17 00:00:07.785] Heartbeat: 0
[2021-06-17 00:00:10.784] Heartbeat: 1
[2021-06-17 00:00:13.785] Heartbeat: 0
[2021-06-17 00:00:16.784] Heartbeat: 1
[2021-06-17 00:00:19.785] Heartbeat: 0
[2021-06-17 00:00:22.785] Heartbeat: 1
[2021-06-17 00:00:25.785] Heartbeat: 0
[2021-06-17 00:00:28.785] Heartbeat: 1
[2021-06-17 00:00:31.785] Heartbeat: 0
[2021-06-17 00:00:34.785] Heartbeat: 1
[2021-06-17 00:00:37.785] Heartbeat: 0
[2021-06-17 00:00:40.785] Heartbeat: 1
[2021-06-17 00:00:43.785] Heartbeat: 0
[2021-06-17 00:00:46.786] Heartbeat: 1
[2021-06-17 00:00:49.785] Heartbeat: 0
[2021-06-17 00:00:52.785] Heartbeat: 1
[2021-06-17 00:00:55.786] Heartbeat: 0
[2021-06-17 00:00:58.786] Heartbeat: 1
[2021-06-17 00:01:01.785] Heartbeat: 0
[2021-06-17 00:01:04.786] Heartbeat: 1
[2021-06-17 00:01:07.786] Heartbeat: 0
[2021-06-17 00:01:10.786] Heartbeat: 1
[2021-06-17 00:01:13.786] Heartbeat: 0
[2021-06-17 00:01:16.786] Heartbeat: 1
[2021-06-17 00:01:19.786] Heartbeat: 0
[2021-06-17 00:01:22.787] Heartbeat: 1
[2021-06-17 00:01:25.787] Heartbeat: 0
[2021-06-17 00:01:28.787] Heartbeat: 1
[2021-06-17 00:01:31.787] Heartbeat: 0
[2021-06-17 00:01:34.787] Heartbeat: 1
[2021-06-17 00:01:37.787] Heartbeat: 0
[2021-06-17 00:01:40.787] Heartbeat: 1
[2021-06-17 00:01:43.787] Heartbeat: 0
[2021-06-17 00:01:46.788] Heartbeat: 1
[2021-06-17 00:01:49.788] Heartbeat: 0
[2021-06-17 00:01:52.789] Heartbeat: 1
[2021-06-17 00:01:55.788] Heartbeat: 0
[2021-06-17 00:01:58.788] Heartbeat: 1
[2021-06-17 00:02:01.788] Heartbeat: 0
[2021-06-17 00:02:04.789] Heartbeat: 1
