#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2023-06-01 00:00:02.653] Heartbeat: 1
[2023-06-01 00:00:05.652] Heartbeat: 0
[2023-06-01 00:00:08.653] Heartbeat: 1
[2023-06-01 00:00:11.653] Heartbeat: 0
[2023-06-01 00:00:14.653] Heartbeat: 1
[2023-06-01 00:00:17.653] Heartbeat: 0
[2023-06-01 00:00:20.653] Heartbeat: 1
[2023-06-01 00:00:23.653] Heartbeat: 0
[2023-06-01 00:00:26.653] Heartbeat: 1
[2023-06-01 00:00:29.653] Heartbeat: 0
[2023-06-01 00:00:32.653] Heartbeat: 1
[2023-06-01 00:00:35.653] Heartbeat: 0
[2023-06-01 00:00:38.654] Heartbeat: 1
[2023-06-01 00:00:41.654] Heartbeat: 0
[2023-06-01 00:00:44.653] Heartbeat: 1
[2023-06-01 00:00:47.654] Heartbeat: 0
[2023-06-01 00:00:50.654] Heartbeat: 1
[2023-06-01 00:00:53.654] Heartbeat: 0
[2023-06-01 00:00:56.654] Heartbeat: 1
[2023-06-01 00:00:59.654] Heartbeat: 0
[2023-06-01 00:01:02.654] Heartbeat: 1
[2023-06-01 00:01:05.654] Heartbeat: 0
[2023-06-01 00:01:08.655] Heartbeat: 1
[2023-06-01 00:01:11.654] Heartbeat: 0
[2023-06-01 00:01:14.655] Heartbeat: 1
[2023-06-01 00:01:17.655] Heartbeat: 0
[2023-06-01 00:01:20.655] Heartbeat: 1
[2023-06-01 00:01:23.655] Heartbeat: 0
[2023-06-01 00:01:26.654] Heartbeat: 1
[2023-06-01 00:01:29.655] Heartbeat: 0
[2023-06-01 00:01:32.656] Heartbeat: 1
[2023-06-01 00:01:35.655] Heartbeat: 0
[2023-06-01 00:01:38.655] Heartbeat: 1
[2023-06-01 00:01:41.656] Heartbeat: 0
[2023-06-01 00:01:44.655] Heartbeat: 1
[2023-06-01 00:01:47.656] Heartbeat: 0
[2023-06-01 00:01:50.656] Heartbeat: 1
[2023-06-01 00:01:53.655] Heartbeat: 0
[2023-06-01 00:01:56.656] Heartbeat: 1
[2023-06-01 00:01:59.656] Heartbeat: 0
[2023-06-01 00:02:02.655] Heartbeat: 1
[2023-06-01 00:02:05.656] Heartbeat: 0
[2023-06-01 00:02:08.656] Heartbeat: 1
[2023-06-01 00:02:11.656] Heartbeat: 0
[2023-06-01 00:02:14.656] Heartbeat: 1
[2023-06-01 00:02:17.657] Heartbeat: 0
[2023-06-01 00:02:20.656] Heartbeat: 1
[2023-06-01 00:02:23.656] Heartbeat: 0
[2023-06-01 00:02:26.657] Heartbeat: 1
[2023-06-01 00:02:29.656] Heartbeat: 0
[2023-06-01 00:02:32.657] Heartbeat: 1
[2023-06-01 00:02:35.657] Heartbeat: 0
[2023-06-01 00:02:38.657] Heartbeat: 1
[2023-06-01 00:02:41.657] Heartbeat: 0
[2023-06-01 00:02:44.657] Heartbeat: 1
[2023-06-01 00:02:47.658] Heartbeat: 0
[2023-06-01 00:02:50.657] Heartbeat: 1
[2023-06-01 00:02:53.658] Heartbeat: 0
[2023-06-01 00:02:56.657] Heartbeat: 1
[2023-06-01 00:02:59.657] Heartbeat: 0
[2023-06-01 00:03:02.657] Heartbeat: 1
[2023-06-01 00:03:05.658] Heartbeat: 0
[2023-06-01 00:03:08.657] Heartbeat: 1
[2023-06-01 00:03:11.657] Heartbeat: 0
[2023-06-01 00:03:14.658] Heartbeat: 1
[2023-06-01 00:03:17.658] Heartbeat: 0
[2023-06-01 00:03:20.658] Heartbeat: 1
