#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2022-06-05 00:00:00.070] Heartbeat: 1
[2022-06-05 00:00:03.070] Heartbeat: 0
[2022-06-05 00:00:06.070] Heartbeat: 1
[2022-06-05 00:00:09.070] Heartbeat: 0
[2022-06-05 00:00:12.070] Heartbeat: 1
[2022-06-05 00:00:15.070] Heartbeat: 0
[2022-06-05 00:00:18.070] Heartbeat: 1
[2022-06-05 00:00:21.070] Heartbeat: 0
[2022-06-05 00:00:24.070] Heartbeat: 1
[2022-06-05 00:00:27.070] Heartbeat: 0
[2022-06-05 00:00:30.070] Heartbeat: 1
[2022-06-05 00:00:33.070] Heartbeat: 0
[2022-06-05 00:00:36.071] Heartbeat: 1
[2022-06-05 00:00:39.071] Heartbeat: 0
[2022-06-05 00:00:42.071] Heartbeat: 1
[2022-06-05 00:00:45.071] Heartbeat: 0
[2022-06-05 00:00:48.071] Heartbeat: 1
[2022-06-05 00:00:51.072] Heartbeat: 0
[2022-06-05 00:00:54.072] Heartbeat: 1
[2022-06-05 00:00:57.072] Heartbeat: 0
[2022-06-05 00:01:00.073] Heartbeat: 1
[2022-06-05 00:01:03.072] Heartbeat: 0
[2022-06-05 00:01:06.073] Heartbeat: 1
[2022-06-05 00:01:09.073] Heartbeat: 0
[2022-06-05 00:01:12.074] Heartbeat: 1
[2022-06-05 00:01:15.074] Heartbeat: 0
[2022-06-05 00:01:18.074] Heartbeat: 1
[2022-06-05 00:01:21.075] Heartbeat: 0
[2022-06-05 00:01:24.076] Heartbeat: 1
[2022-06-05 00:01:27.077] Heartbeat: 0
[2022-06-05 00:01:30.077] Heartbeat: 1
[2022-06-05 00:01:33.077] Heartbeat: 0
[2022-06-05 00:01:36.077] Heartbeat: 1
[2022-06-05 00:01:39.078] Heartbeat: 0
[2022-06-05 00:01:42.078] Heartbeat: 1
[2022-06-05 00:01:45.078] Heartbeat: 0
[2022-06-05 00:01:48.077] Heartbeat: 1
[2022-06-05 00:01:51.078] Heartbeat: 0
[2022-06-05 00:01:54.077] Heartbeat: 1
[2022-06-05 00:01:57.078] Heartbeat: 0
[2022-06-05 00:02:00.087] Heartbeat: 1
[2022-06-05 00:02:03.079] Heartbeat: 0
[2022-06-05 00:02:06.079] Heartbeat: 1
[2022-06-05 00:02:09.079] Heartbeat: 0
[2022-06-05 00:02:12.079] Heartbeat: 1
[2022-06-05 00:02:15.079] Heartbeat: 0
[2022-06-05 00:02:18.079] Heartbeat: 1
[2022-06-05 00:02:21.080] Heartbeat: 0
[2022-06-05 00:02:24.080] Heartbeat: 1
[2022-06-05 00:02:27.080] Heartbeat: 0
[2022-06-05 00:02:30.081] Heartbeat: 1
[2022-06-05 00:02:33.081] Heartbeat: 0
[2022-06-05 00:02:36.081] Heartbeat: 1
[2022-06-05 00:02:39.081] Heartbeat: 0
[2022-06-05 00:02:42.082] Heartbeat: 1
[2022-06-05 00:02:45.081] Heartbeat: 0
[2022-06-05 00:02:48.081] Heartbeat: 1
[2022-06-05 00:02:51.082] Heartbeat: 0
[2022-06-05 00:02:54.083] Heartbeat: 1
[2022-06-05 00:02:57.082] Heartbeat: 0
[2022-06-05 00:03:00.083] Heartbeat: 1
[2022-06-05 00:03:03.083] Heartbeat: 0
[2022-06-05 00:03:06.083] Heartbeat: 1
[2022-06-05 00:03:09.083] Heartbeat: 0
