#Application: JXR BSC 1.7.6.4
#Release Date: 20200813
#Modbus Model: C2C Model
[2021-06-15 00:00:02.655] Heartbeat: 0
[2021-06-15 00:00:05.656] Heartbeat: 1
[2021-06-15 00:00:08.656] Heartbeat: 0
[2021-06-15 00:00:11.655] Heartbeat: 1
[2021-06-15 00:00:14.655] Heartbeat: 0
[2021-06-15 00:00:17.656] Heartbeat: 1
[2021-06-15 00:00:20.656] Heartbeat: 0
[2021-06-15 00:00:23.656] Heartbeat: 1
[2021-06-15 00:00:26.656] Heartbeat: 0
[2021-06-15 00:00:29.655] Heartbeat: 1
[2021-06-15 00:00:32.655] Heartbeat: 0
[2021-06-15 00:00:35.656] Heartbeat: 1
[2021-06-15 00:00:38.657] Heartbeat: 0
[2021-06-15 00:00:41.657] Heartbeat: 1
[2021-06-15 00:00:44.656] Heartbeat: 0
[2021-06-15 00:00:47.656] Heartbeat: 1
[2021-06-15 00:00:50.657] Heartbeat: 0
[2021-06-15 00:00:53.657] Heartbeat: 1
[2021-06-15 00:00:56.657] Heartbeat: 0
[2021-06-15 00:00:59.656] Heartbeat: 1
[2021-06-15 00:01:02.657] Heartbeat: 0
[2021-06-15 00:01:05.657] Heartbeat: 1
[2021-06-15 00:01:08.657] Heartbeat: 0
[2021-06-15 00:01:11.657] Heartbeat: 1
[2021-06-15 00:01:14.658] Heartbeat: 0
[2021-06-15 00:01:17.657] Heartbeat: 1
[2021-06-15 00:01:20.657] Heartbeat: 0
[2021-06-15 00:01:23.658] Heartbeat: 1
[2021-06-15 00:01:26.658] Heartbeat: 0
[2021-06-15 00:01:29.657] Heartbeat: 1
[2021-06-15 00:01:32.658] Heartbeat: 0
[2021-06-15 00:01:35.657] Heartbeat: 1
[2021-06-15 00:01:38.658] Heartbeat: 0
[2021-06-15 00:01:41.658] Heartbeat: 1
[2021-06-15 00:01:44.658] Heartbeat: 0
[2021-06-15 00:01:47.659] Heartbeat: 1
[2021-06-15 00:01:50.658] Heartbeat: 0
[2021-06-15 00:01:53.659] Heartbeat: 1
[2021-06-15 00:01:56.658] Heartbeat: 0
[2021-06-15 00:01:59.658] Heartbeat: 1
[2021-06-15 00:02:02.658] Heartbeat: 0
[2021-06-15 00:02:05.659] Heartbeat: 1
[2021-06-15 00:02:08.659] Heartbeat: 0
[2021-06-15 00:02:11.660] Heartbeat: 1
