#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2023-06-11 00:00:02.441] Heartbeat: 0
[2023-06-11 00:00:05.441] Heartbeat: 1
[2023-06-11 00:00:08.442] Heartbeat: 0
[2023-06-11 00:00:11.441] Heartbeat: 1
[2023-06-11 00:00:14.441] Heartbeat: 0
[2023-06-11 00:00:17.442] Heartbeat: 1
[2023-06-11 00:00:20.442] Heartbeat: 0
[2023-06-11 00:00:23.441] Heartbeat: 1
[2023-06-11 00:00:26.441] Heartbeat: 0
[2023-06-11 00:00:29.442] Heartbeat: 1
[2023-06-11 00:00:32.442] Heartbeat: 0
[2023-06-11 00:00:35.442] Heartbeat: 1
[2023-06-11 00:00:38.443] Heartbeat: 0
[2023-06-11 00:00:41.442] Heartbeat: 1
[2023-06-11 00:00:44.442] Heartbeat: 0
[2023-06-11 00:00:47.442] Heartbeat: 1
[2023-06-11 00:00:50.443] Heartbeat: 0
[2023-06-11 00:00:53.444] Heartbeat: 1
[2023-06-11 00:00:56.442] Heartbeat: 0
[2023-06-11 00:00:59.442] Heartbeat: 1
[2023-06-11 00:01:02.442] Heartbeat: 0
[2023-06-11 00:01:05.443] Heartbeat: 1
[2023-06-11 00:01:08.443] Heartbeat: 0
[2023-06-11 00:01:11.443] Heartbeat: 1
[2023-06-11 00:01:14.443] Heartbeat: 0
[2023-06-11 00:01:17.443] Heartbeat: 1
[2023-06-11 00:01:20.443] Heartbeat: 0
[2023-06-11 00:01:23.444] Heartbeat: 1
[2023-06-11 00:01:26.444] Heartbeat: 0
[2023-06-11 00:01:29.444] Heartbeat: 1
[2023-06-11 00:01:32.444] Heartbeat: 0
[2023-06-11 00:01:35.444] Heartbeat: 1
[2023-06-11 00:01:38.444] Heartbeat: 0
[2023-06-11 00:01:41.444] Heartbeat: 1
[2023-06-11 00:01:44.444] Heartbeat: 0
[2023-06-11 00:01:47.444] Heartbeat: 1
[2023-06-11 00:01:50.444] Heartbeat: 0
[2023-06-11 00:01:53.445] Heartbeat: 1
[2023-06-11 00:01:56.445] Heartbeat: 0
[2023-06-11 00:01:59.444] Heartbeat: 1
[2023-06-11 00:02:02.445] Heartbeat: 0
[2023-06-11 00:02:05.446] Heartbeat: 1
[2023-06-11 00:02:08.446] Heartbeat: 0
[2023-06-11 00:02:11.446] Heartbeat: 1
[2023-06-11 00:02:14.446] Heartbeat: 0
[2023-06-11 00:02:17.446] Heartbeat: 1
[2023-06-11 00:02:20.446] Heartbeat: 0
[2023-06-11 00:02:23.446] Heartbeat: 1
