#Application: JXR BSC 1.7.6.4
#Release Date: 20200813
#Modbus Model: C2C Model
[2021-06-23 00:00:00.732] Heartbeat: 0
[2021-06-23 00:00:03.731] Heartbeat: 1
[2021-06-23 00:00:06.731] Heartbeat: 0
[2021-06-23 00:00:09.731] Heartbeat: 1
[2021-06-23 00:00:12.732] Heartbeat: 0
[2021-06-23 00:00:15.732] Heartbeat: 1
[2021-06-23 00:00:18.732] Heartbeat: 0
[2021-06-23 00:00:21.732] Heartbeat: 1
[2021-06-23 00:00:24.733] Heartbeat: 0
[2021-06-23 00:00:27.732] Heartbeat: 1
[2021-06-23 00:00:30.732] Heartbeat: 0
[2021-06-23 00:00:33.732] Heartbeat: 1
[2021-06-23 00:00:36.732] Heartbeat: 0
[2021-06-23 00:00:39.732] Heartbeat: 1
[2021-06-23 00:00:42.732] Heartbeat: 0
[2021-06-23 00:00:45.733] Heartbeat: 1
[2021-06-23 00:00:48.733] Heartbeat: 0
[2021-06-23 00:00:51.732] Heartbeat: 1
[2021-06-23 00:00:54.732] Heartbeat: 0
[2021-06-23 00:00:57.733] Heartbeat: 1
[2021-06-23 00:01:00.733] Heartbeat: 0
[2021-06-23 00:01:03.733] Heartbeat: 1
[2021-06-23 00:01:06.733] Heartbeat: 0
[2021-06-23 00:01:09.733] Heartbeat: 1
[2021-06-23 00:01:12.734] Heartbeat: 0
[2021-06-23 00:01:15.733] Heartbeat: 1
[2021-06-23 00:01:18.734] Heartbeat: 0
[2021-06-23 00:01:21.734] Heartbeat: 1
[2021-06-23 00:01:24.734] Heartbeat: 0
[2021-06-23 00:01:27.734] Heartbeat: 1
[2021-06-23 00:01:30.734] Heartbeat: 0
[2021-06-23 00:01:33.734] Heartbeat: 1
[2021-06-23 00:01:36.734] Heartbeat: 0
[2021-06-23 00:01:39.734] Heartbeat: 1
[2021-06-23 00:01:42.734] Heartbeat: 0
[2021-06-23 00:01:45.734] Heartbeat: 1
[2021-06-23 00:01:48.734] Heartbeat: 0
[2021-06-23 00:01:51.734] Heartbeat: 1
[2021-06-23 00:01:54.735] Heartbeat: 0
[2021-06-23 00:01:57.735] Heartbeat: 1
[2021-06-23 00:02:00.736] Heartbeat: 0
[2021-06-23 00:02:03.735] Heartbeat: 1
[2021-06-23 00:02:06.735] Heartbeat: 0
[2021-06-23 00:02:09.736] Heartbeat: 1
[2021-06-23 00:02:12.735] Heartbeat: 0
[2021-06-23 00:02:15.736] Heartbeat: 1
[2021-06-23 00:02:18.736] Heartbeat: 0
[2021-06-23 00:02:21.735] Heartbeat: 1
[2021-06-23 00:02:24.736] Heartbeat: 0
[2021-06-23 00:02:27.736] Heartbeat: 1
[2021-06-23 00:02:30.736] Heartbeat: 0
[2021-06-23 00:02:33.736] Heartbeat: 1
[2021-06-23 00:02:36.736] Heartbeat: 0
[2021-06-23 00:02:39.736] Heartbeat: 1
[2021-06-23 00:02:42.737] Heartbeat: 0
[2021-06-23 00:02:45.736] Heartbeat: 1
[2021-06-23 00:02:48.737] Heartbeat: 0
[2021-06-23 00:02:51.737] Heartbeat: 1
[2021-06-23 00:02:54.737] Heartbeat: 0
[2021-06-23 00:02:57.737] Heartbeat: 1
[2021-06-23 00:03:00.737] Heartbeat: 0
[2021-06-23 00:03:03.737] Heartbeat: 1
[2021-06-23 00:03:06.737] Heartbeat: 0
[2021-06-23 00:03:09.737] Heartbeat: 1
[2021-06-23 00:03:12.737] Heartbeat: 0
[2021-06-23 00:03:15.738] Heartbeat: 1
[2021-06-23 00:03:18.737] Heartbeat: 0
[2021-06-23 00:03:21.738] Heartbeat: 1
[2021-06-23 00:03:24.738] Heartbeat: 0
[2021-06-23 00:03:27.738] Heartbeat: 1
[2021-06-23 00:03:30.738] Heartbeat: 0
[2021-06-23 00:03:33.738] Heartbeat: 1
[2021-06-23 00:03:36.738] Heartbeat: 0
[2021-06-23 00:03:39.738] Heartbeat: 1
[2021-06-23 00:03:42.738] Heartbeat: 0
[2021-06-23 00:03:45.739] Heartbeat: 1
[2021-06-23 00:03:48.738] Heartbeat: 0
[2021-06-23 00:03:51.739] Heartbeat: 1
[2021-06-23 00:03:54.738] Heartbeat: 0
[2021-06-23 00:03:57.738] Heartbeat: 1
[2021-06-23 00:04:00.738] Heartbeat: 0
[2021-06-23 00:04:03.739] Heartbeat: 1
[2021-06-23 00:04:06.738] Heartbeat: 0
[2021-06-23 00:04:09.739] Heartbeat: 1
[2021-06-23 00:04:12.739] Heartbeat: 0
[2021-06-23 00:04:15.739] Heartbeat: 1
[2021-06-23 00:04:18.738] Heartbeat: 0
[2021-06-23 00:04:21.738] Heartbeat: 1
[2021-06-23 00:04:24.739] Heartbeat: 0
[2021-06-23 00:04:27.739] Heartbeat: 1
[2021-06-23 00:04:30.739] Heartbeat: 0
[2021-06-23 00:04:33.740] Heartbeat: 1
[2021-06-23 00:04:36.740] Heartbeat: 0
[2021-06-23 00:04:39.744] Heartbeat: 1
[2021-06-23 00:04:42.746] Heartbeat: 0
[2021-06-23 00:04:45.748] Heartbeat: 1
[2021-06-23 00:04:48.750] Heartbeat: 0
[2021-06-23 00:04:51.754] Heartbeat: 1
[2021-06-23 00:04:54.756] Heartbeat: 0
[2021-06-23 00:04:57.758] Heartbeat: 1
[2021-06-23 00:05:00.740] Heartbeat: 0
