#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2022-06-17 00:00:01.472] Heartbeat: 1
[2022-06-17 00:00:04.472] Heartbeat: 0
[2022-06-17 00:00:07.472] Heartbeat: 1
[2022-06-17 00:00:10.471] Heartbeat: 0
[2022-06-17 00:00:13.473] Heartbeat: 1
[2022-06-17 00:00:16.473] Heartbeat: 0
[2022-06-17 00:00:19.472] Heartbeat: 1
[2022-06-17 00:00:22.472] Heartbeat: 0
[2022-06-17 00:00:25.472] Heartbeat: 1
[2022-06-17 00:00:28.472] Heartbeat: 0
[2022-06-17 00:00:31.473] Heartbeat: 1
[2022-06-17 00:00:34.472] Heartbeat: 0
[2022-06-17 00:00:37.473] Heartbeat: 1
[2022-06-17 00:00:40.472] Heartbeat: 0
[2022-06-17 00:00:43.473] Heartbeat: 1
[2022-06-17 00:00:46.473] Heartbeat: 0
[2022-06-17 00:00:49.474] Heartbeat: 1
[2022-06-17 00:00:52.474] Heartbeat: 0
[2022-06-17 00:00:55.474] Heartbeat: 1
[2022-06-17 00:00:58.475] Heartbeat: 0
[2022-06-17 00:01:01.475] Heartbeat: 1
[2022-06-17 00:01:04.474] Heartbeat: 0
[2022-06-17 00:01:07.475] Heartbeat: 1
[2022-06-17 00:01:10.474] Heartbeat: 0
[2022-06-17 00:01:13.475] Heartbeat: 1
[2022-06-17 00:01:16.475] Heartbeat: 0
[2022-06-17 00:01:19.475] Heartbeat: 1
[2022-06-17 00:01:22.475] Heartbeat: 0
[2022-06-17 00:01:25.475] Heartbeat: 1
[2022-06-17 00:01:28.475] Heartbeat: 0
[2022-06-17 00:01:31.475] Heartbeat: 1
[2022-06-17 00:01:34.475] Heartbeat: 0
[2022-06-17 00:01:37.475] Heartbeat: 1
[2022-06-17 00:01:40.476] Heartbeat: 0
[2022-06-17 00:01:43.476] Heartbeat: 1
[2022-06-17 00:01:46.476] Heartbeat: 0
[2022-06-17 00:01:49.476] Heartbeat: 1
[2022-06-17 00:01:52.476] Heartbeat: 0
[2022-06-17 00:01:55.475] Heartbeat: 1
[2022-06-17 00:01:58.476] Heartbeat: 0
[2022-06-17 00:02:01.475] Heartbeat: 1
[2022-06-17 00:02:04.476] Heartbeat: 0
[2022-06-17 00:02:07.476] Heartbeat: 1
[2022-06-17 00:02:10.476] Heartbeat: 0
[2022-06-17 00:02:13.476] Heartbeat: 1
[2022-06-17 00:02:16.477] Heartbeat: 0
[2022-06-17 00:02:19.477] Heartbeat: 1
[2022-06-17 00:02:22.477] Heartbeat: 0
[2022-06-17 00:02:25.477] Heartbeat: 1
[2022-06-17 00:02:28.477] Heartbeat: 0
[2022-06-17 00:02:31.477] Heartbeat: 1
[2022-06-17 00:02:34.478] Heartbeat: 0
[2022-06-17 00:02:37.477] Heartbeat: 1
[2022-06-17 00:02:40.477] Heartbeat: 0
[2022-06-17 00:02:43.477] Heartbeat: 1
[2022-06-17 00:02:46.477] Heartbeat: 0
[2022-06-17 00:02:49.479] Heartbeat: 1
[2022-06-17 00:02:52.477] Heartbeat: 0
[2022-06-17 00:02:55.478] Heartbeat: 1
[2022-06-17 00:02:58.478] Heartbeat: 0
[2022-06-17 00:03:01.478] Heartbeat: 1
[2022-06-17 00:03:04.478] Heartbeat: 0
[2022-06-17 00:03:07.479] Heartbeat: 1
[2022-06-17 00:03:10.479] Heartbeat: 0
[2022-06-17 00:03:13.477] Heartbeat: 1
[2022-06-17 00:03:16.478] Heartbeat: 0
[2022-06-17 00:03:19.478] Heartbeat: 1
[2022-06-17 00:03:22.479] Heartbeat: 0
[2022-06-17 00:03:25.479] Heartbeat: 1
[2022-06-17 00:03:28.479] Heartbeat: 0
[2022-06-17 00:03:31.479] Heartbeat: 1
[2022-06-17 00:03:34.479] Heartbeat: 0
[2022-06-17 00:03:37.478] Heartbeat: 1
[2022-06-17 00:03:40.479] Heartbeat: 0
[2022-06-17 00:03:43.479] Heartbeat: 1
[2022-06-17 00:03:46.479] Heartbeat: 0
[2022-06-17 00:03:49.479] Heartbeat: 1
[2022-06-17 00:03:52.479] Heartbeat: 0
[2022-06-17 00:03:55.479] Heartbeat: 1
[2022-06-17 00:03:58.480] Heartbeat: 0
[2022-06-17 00:04:01.480] Heartbeat: 1
[2022-06-17 00:04:04.479] Heartbeat: 0
[2022-06-17 00:04:07.479] Heartbeat: 1
[2022-06-17 00:04:10.479] Heartbeat: 0
[2022-06-17 00:04:13.480] Heartbeat: 1
[2022-06-17 00:04:16.480] Heartbeat: 0
[2022-06-17 00:04:19.480] Heartbeat: 1
[2022-06-17 00:04:22.480] Heartbeat: 0
[2022-06-17 00:04:25.480] Heartbeat: 1
