#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2023-06-23 00:00:01.255] Heartbeat: 1
[2023-06-23 00:00:04.254] Heartbeat: 0
[2023-06-23 00:00:07.254] Heartbeat: 1
[2023-06-23 00:00:10.254] Heartbeat: 0
[2023-06-23 00:00:13.255] Heartbeat: 1
[2023-06-23 00:00:16.255] Heartbeat: 0
[2023-06-23 00:00:19.255] Heartbeat: 1
[2023-06-23 00:00:22.255] Heartbeat: 0
[2023-06-23 00:00:25.256] Heartbeat: 1
[2023-06-23 00:00:28.255] Heartbeat: 0
[2023-06-23 00:00:31.255] Heartbeat: 1
[2023-06-23 00:00:34.255] Heartbeat: 0
[2023-06-23 00:00:37.255] Heartbeat: 1
[2023-06-23 00:00:40.256] Heartbeat: 0
[2023-06-23 00:00:43.255] Heartbeat: 1
[2023-06-23 00:00:46.256] Heartbeat: 0
[2023-06-23 00:00:49.256] Heartbeat: 1
[2023-06-23 00:00:52.256] Heartbeat: 0
[2023-06-23 00:00:55.256] Heartbeat: 1
[2023-06-23 00:00:58.256] Heartbeat: 0
[2023-06-23 00:01:01.256] Heartbeat: 1
[2023-06-23 00:01:04.257] Heartbeat: 0
[2023-06-23 00:01:07.256] Heartbeat: 1
[2023-06-23 00:01:10.257] Heartbeat: 0
[2023-06-23 00:01:13.257] Heartbeat: 1
[2023-06-23 00:01:16.257] Heartbeat: 0
[2023-06-23 00:01:19.256] Heartbeat: 1
[2023-06-23 00:01:22.256] Heartbeat: 0
[2023-06-23 00:01:25.256] Heartbeat: 1
[2023-06-23 00:01:28.257] Heartbeat: 0
[2023-06-23 00:01:31.257] Heartbeat: 1
[2023-06-23 00:01:34.257] Heartbeat: 0
[2023-06-23 00:01:37.257] Heartbeat: 1
[2023-06-23 00:01:40.258] Heartbeat: 0
[2023-06-23 00:01:43.257] Heartbeat: 1
[2023-06-23 00:01:46.258] Heartbeat: 0
[2023-06-23 00:01:49.257] Heartbeat: 1
[2023-06-23 00:01:52.258] Heartbeat: 0
[2023-06-23 00:01:55.257] Heartbeat: 1
[2023-06-23 00:01:58.258] Heartbeat: 0
[2023-06-23 00:02:01.258] Heartbeat: 1
[2023-06-23 00:02:04.258] Heartbeat: 0
[2023-06-23 00:02:07.258] Heartbeat: 1
[2023-06-23 00:02:10.258] Heartbeat: 0
[2023-06-23 00:02:13.259] Heartbeat: 1
[2023-06-23 00:02:16.258] Heartbeat: 0
[2023-06-23 00:02:19.259] Heartbeat: 1
[2023-06-23 00:02:22.258] Heartbeat: 0
[2023-06-23 00:02:25.259] Heartbeat: 1
[2023-06-23 00:02:28.258] Heartbeat: 0
[2023-06-23 00:02:31.259] Heartbeat: 1
[2023-06-23 00:02:34.259] Heartbeat: 0
