#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2022-06-16 00:00:00.264] Heartbeat: 0
[2022-06-16 00:00:03.264] Heartbeat: 1
[2022-06-16 00:00:06.264] Heartbeat: 0
[2022-06-16 00:00:09.264] Heartbeat: 1
[2022-06-16 00:00:12.264] Heartbeat: 0
[2022-06-16 00:00:15.264] Heartbeat: 1
[2022-06-16 00:00:18.264] Heartbeat: 0
[2022-06-16 00:00:21.265] Heartbeat: 1
[2022-06-16 00:00:24.265] Heartbeat: 0
[2022-06-16 00:00:27.264] Heartbeat: 1
[2022-06-16 00:00:30.264] Heartbeat: 0
[2022-06-16 00:00:33.264] Heartbeat: 1
[2022-06-16 00:00:36.265] Heartbeat: 0
[2022-06-16 00:00:39.265] Heartbeat: 1
[2022-06-16 00:00:42.265] Heartbeat: 0
[2022-06-16 00:00:45.265] Heartbeat: 1
[2022-06-16 00:00:48.265] Heartbeat: 0
[2022-06-16 00:00:51.265] Heartbeat: 1
[2022-06-16 00:00:54.265] Heartbeat: 0
[2022-06-16 00:00:57.265] Heartbeat: 1
[2022-06-16 00:01:00.265] Heartbeat: 0
[2022-06-16 00:01:03.265] Heartbeat: 1
[2022-06-16 00:01:06.265] Heartbeat: 0
[2022-06-16 00:01:09.266] Heartbeat: 1
[2022-06-16 00:01:12.266] Heartbeat: 0
[2022-06-16 00:01:15.266] Heartbeat: 1
[2022-06-16 00:01:18.266] Heartbeat: 0
[2022-06-16 00:01:21.266] Heartbeat: 1
[2022-06-16 00:01:24.266] Heartbeat: 0
[2022-06-16 00:01:27.267] Heartbeat: 1
[2022-06-16 00:01:30.267] Heartbeat: 0
[2022-06-16 00:01:33.266] Heartbeat: 1
[2022-06-16 00:01:36.267] Heartbeat: 0
[2022-06-16 00:01:39.266] Heartbeat: 1
[2022-06-16 00:01:42.267] Heartbeat: 0
[2022-06-16 00:01:45.267] Heartbeat: 1
[2022-06-16 00:01:48.267] Heartbeat: 0
[2022-06-16 00:01:51.267] Heartbeat: 1
[2022-06-16 00:01:54.267] Heartbeat: 0
[2022-06-16 00:01:57.267] Heartbeat: 1
[2022-06-16 00:02:00.267] Heartbeat: 0
[2022-06-16 00:02:03.268] Heartbeat: 1
[2022-06-16 00:02:06.268] Heartbeat: 0
[2022-06-16 00:02:09.267] Heartbeat: 1
[2022-06-16 00:02:12.268] Heartbeat: 0
[2022-06-16 00:02:15.268] Heartbeat: 1
[2022-06-16 00:02:18.268] Heartbeat: 0
[2022-06-16 00:02:21.268] Heartbeat: 1
