#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2022-06-27 00:00:00.078] Heartbeat: 1
[2022-06-27 00:00:03.078] Heartbeat: 0
[2022-06-27 00:00:06.078] Heartbeat: 1
[2022-06-27 00:00:09.078] Heartbeat: 0
[2022-06-27 00:00:12.079] Heartbeat: 1
[2022-06-27 00:00:15.079] Heartbeat: 0
[2022-06-27 00:00:18.078] Heartbeat: 1
[2022-06-27 00:00:21.079] Heartbeat: 0
[2022-06-27 00:00:24.079] Heartbeat: 1
[2022-06-27 00:00:27.079] Heartbeat: 0
[2022-06-27 00:00:30.079] Heartbeat: 1
[2022-06-27 00:00:33.078] Heartbeat: 0
[2022-06-27 00:00:36.078] Heartbeat: 1
[2022-06-27 00:00:39.079] Heartbeat: 0
[2022-06-27 00:00:42.079] Heartbeat: 1
[2022-06-27 00:00:45.155] Heartbeat: 0
[2022-06-27 00:00:48.080] Heartbeat: 1
[2022-06-27 00:00:51.079] Heartbeat: 0
[2022-06-27 00:00:54.147] Heartbeat: 1
[2022-06-27 00:00:57.080] Heartbeat: 0
[2022-06-27 00:01:00.079] Heartbeat: 1
[2022-06-27 00:01:03.080] Heartbeat: 0
[2022-06-27 00:01:06.080] Heartbeat: 1
[2022-06-27 00:01:09.154] Heartbeat: 0
[2022-06-27 00:01:12.080] Heartbeat: 1
[2022-06-27 00:01:15.080] Heartbeat: 0
[2022-06-27 00:01:18.080] Heartbeat: 1
[2022-06-27 00:01:21.080] Heartbeat: 0
[2022-06-27 00:01:24.080] Heartbeat: 1
[2022-06-27 00:01:27.080] Heartbeat: 0
[2022-06-27 00:01:30.081] Heartbeat: 1
[2022-06-27 00:01:33.148] Heartbeat: 0
[2022-06-27 00:01:36.080] Heartbeat: 1
[2022-06-27 00:01:39.081] Heartbeat: 0
[2022-06-27 00:01:42.080] Heartbeat: 1
[2022-06-27 00:01:45.081] Heartbeat: 0
[2022-06-27 00:01:48.081] Heartbeat: 1
[2022-06-27 00:01:51.081] Heartbeat: 0
[2022-06-27 00:01:54.081] Heartbeat: 1
[2022-06-27 00:01:57.082] Heartbeat: 0
[2022-06-27 00:02:00.081] Heartbeat: 1
[2022-06-27 00:02:03.082] Heartbeat: 0
[2022-06-27 00:02:06.082] Heartbeat: 1
[2022-06-27 00:02:09.082] Heartbeat: 0
[2022-06-27 00:02:12.081] Heartbeat: 1
[2022-06-27 00:02:15.082] Heartbeat: 0
[2022-06-27 00:02:18.082] Heartbeat: 1
[2022-06-27 00:02:21.082] Heartbeat: 0
[2022-06-27 00:02:24.167] Heartbeat: 1
[2022-06-27 00:02:27.151] Heartbeat: 0
[2022-06-27 00:02:30.082] Heartbeat: 1
[2022-06-27 00:02:33.082] Heartbeat: 0
[2022-06-27 00:02:36.082] Heartbeat: 1
[2022-06-27 00:02:39.082] Heartbeat: 0
[2022-06-27 00:02:42.083] Heartbeat: 1
[2022-06-27 00:02:45.082] Heartbeat: 0
[2022-06-27 00:02:48.083] Heartbeat: 1
[2022-06-27 00:02:51.082] Heartbeat: 0
[2022-06-27 00:02:54.083] Heartbeat: 1
[2022-06-27 00:02:57.083] Heartbeat: 0
[2022-06-27 00:03:00.083] Heartbeat: 1
[2022-06-27 00:03:03.083] Heartbeat: 0
[2022-06-27 00:03:06.083] Heartbeat: 1
[2022-06-27 00:03:09.083] Heartbeat: 0
[2022-06-27 00:03:12.084] Heartbeat: 1
[2022-06-27 00:03:15.084] Heartbeat: 0
[2022-06-27 00:03:18.084] Heartbeat: 1
[2022-06-27 00:03:21.084] Heartbeat: 0
[2022-06-27 00:03:24.084] Heartbeat: 1
[2022-06-27 00:03:27.084] Heartbeat: 0
[2022-06-27 00:03:30.084] Heartbeat: 1
[2022-06-27 00:03:33.084] Heartbeat: 0
[2022-06-27 00:03:36.084] Heartbeat: 1
[2022-06-27 00:03:39.084] Heartbeat: 0
[2022-06-27 00:03:42.084] Heartbeat: 1
[2022-06-27 00:03:45.085] Heartbeat: 0
[2022-06-27 00:03:48.084] Heartbeat: 1
[2022-06-27 00:03:51.085] Heartbeat: 0
[2022-06-27 00:03:54.085] Heartbeat: 1
[2022-06-27 00:03:57.085] Heartbeat: 0
[2022-06-27 00:04:00.085] Heartbeat: 1
[2022-06-27 00:04:03.085] Heartbeat: 0
[2022-06-27 00:04:06.085] Heartbeat: 1
[2022-06-27 00:04:09.086] Heartbeat: 0
[2022-06-27 00:04:12.169] Heartbeat: 1
[2022-06-27 00:04:15.150] Heartbeat: 0
[2022-06-27 00:04:18.085] Heartbeat: 1
[2022-06-27 00:04:21.158] Heartbeat: 0
[2022-06-27 00:04:24.085] Heartbeat: 1
[2022-06-27 00:04:27.086] Heartbeat: 0
[2022-06-27 00:04:30.085] Heartbeat: 1
[2022-06-27 00:04:33.086] Heartbeat: 0
[2022-06-27 00:04:36.086] Heartbeat: 1
[2022-06-27 00:04:39.086] Heartbeat: 0
[2022-06-27 00:04:42.176] Heartbeat: 1
[2022-06-27 00:04:45.154] Heartbeat: 0
[2022-06-27 00:04:48.165] Heartbeat: 1
[2022-06-27 00:04:51.156] Heartbeat: 0
[2022-06-27 00:04:54.086] Heartbeat: 1
[2022-06-27 00:04:57.160] Heartbeat: 0
[2022-06-27 00:05:00.087] Heartbeat: 1
[2022-06-27 00:05:03.086] Heartbeat: 0
[2022-06-27 00:05:06.086] Heartbeat: 1
[2022-06-27 00:05:09.087] Heartbeat: 0
[2022-06-27 00:05:12.087] Heartbeat: 1
[2022-06-27 00:05:15.087] Heartbeat: 0
[2022-06-27 00:05:18.152] Heartbeat: 1
[2022-06-27 00:05:21.156] Heartbeat: 0
[2022-06-27 00:05:24.087] Heartbeat: 1
[2022-06-27 00:05:27.088] Heartbeat: 0
[2022-06-27 00:05:30.087] Heartbeat: 1
[2022-06-27 00:05:33.162] Heartbeat: 0
[2022-06-27 00:05:36.087] Heartbeat: 1
[2022-06-27 00:05:39.087] Heartbeat: 0
[2022-06-27 00:05:42.088] Heartbeat: 1
[2022-06-27 00:05:45.087] Heartbeat: 0
[2022-06-27 00:05:48.088] Heartbeat: 1
[2022-06-27 00:05:51.088] Heartbeat: 0
[2022-06-27 00:05:54.088] Heartbeat: 1
[2022-06-27 00:05:57.088] Heartbeat: 0
[2022-06-27 00:06:00.089] Heartbeat: 1
[2022-06-27 00:06:03.089] Heartbeat: 0
[2022-06-27 00:06:06.088] Heartbeat: 1
[2022-06-27 00:06:09.089] Heartbeat: 0
[2022-06-27 00:06:12.089] Heartbeat: 1
[2022-06-27 00:06:15.089] Heartbeat: 0
[2022-06-27 00:06:18.089] Heartbeat: 1
[2022-06-27 00:06:21.089] Heartbeat: 0
[2022-06-27 00:06:24.089] Heartbeat: 1
[2022-06-27 00:06:27.089] Heartbeat: 0
[2022-06-27 00:06:30.089] Heartbeat: 1
[2022-06-27 00:06:33.090] Heartbeat: 0
[2022-06-27 00:06:36.090] Heartbeat: 1
[2022-06-27 00:06:39.089] Heartbeat: 0
[2022-06-27 00:06:42.090] Heartbeat: 1
[2022-06-27 00:06:45.089] Heartbeat: 0
[2022-06-27 00:06:48.090] Heartbeat: 1
[2022-06-27 00:06:51.090] Heartbeat: 0
[2022-06-27 00:06:54.090] Heartbeat: 1
[2022-06-27 00:06:57.090] Heartbeat: 0
[2022-06-27 00:07:00.090] Heartbeat: 1
