#Application: JXR BSC 1.7.6.4
#Release Date: 20200813
#Modbus Model: C2C Model
[2021-06-01 00:00:00.057] Heartbeat: 0
[2021-06-01 00:00:03.056] Heartbeat: 1
[2021-06-01 00:00:06.057] Heartbeat: 0
[2021-06-01 00:00:09.057] Heartbeat: 1
[2021-06-01 00:00:12.057] Heartbeat: 0
[2021-06-01 00:00:15.058] Heartbeat: 1
[2021-06-01 00:00:18.058] Heartbeat: 0
[2021-06-01 00:00:21.057] Heartbeat: 1
[2021-06-01 00:00:24.058] Heartbeat: 0
[2021-06-01 00:00:27.058] Heartbeat: 1
[2021-06-01 00:00:30.057] Heartbeat: 0
[2021-06-01 00:00:33.058] Heartbeat: 1
[2021-06-01 00:00:36.058] Heartbeat: 0
[2021-06-01 00:00:39.058] Heartbeat: 1
[2021-06-01 00:00:42.058] Heartbeat: 0
[2021-06-01 00:00:45.058] Heartbeat: 1
[2021-06-01 00:00:48.058] Heartbeat: 0
[2021-06-01 00:00:51.058] Heartbeat: 1
[2021-06-01 00:00:54.058] Heartbeat: 0
[2021-06-01 00:00:57.058] Heartbeat: 1
[2021-06-01 00:01:00.058] Heartbeat: 0
[2021-06-01 00:01:03.058] Heartbeat: 1
[2021-06-01 00:01:06.059] Heartbeat: 0
[2021-06-01 00:01:09.059] Heartbeat: 1
[2021-06-01 00:01:12.059] Heartbeat: 0
[2021-06-01 00:01:15.059] Heartbeat: 1
[2021-06-01 00:01:18.059] Heartbeat: 0
[2021-06-01 00:01:21.058] Heartbeat: 1
[2021-06-01 00:01:24.059] Heartbeat: 0
[2021-06-01 00:01:27.059] Heartbeat: 1
[2021-06-01 00:01:30.059] Heartbeat: 0
[2021-06-01 00:01:33.060] Heartbeat: 1
[2021-06-01 00:01:36.060] Heartbeat: 0
[2021-06-01 00:01:39.060] Heartbeat: 1
[2021-06-01 00:01:42.059] Heartbeat: 0
[2021-06-01 00:01:45.060] Heartbeat: 1
[2021-06-01 00:01:48.060] Heartbeat: 0
[2021-06-01 00:01:51.060] Heartbeat: 1
[2021-06-01 00:01:54.060] Heartbeat: 0
[2021-06-01 00:01:57.060] Heartbeat: 1
[2021-06-01 00:02:00.060] Heartbeat: 0
[2021-06-01 00:02:03.060] Heartbeat: 1
[2021-06-01 00:02:06.061] Heartbeat: 0
[2021-06-01 00:02:09.060] Heartbeat: 1
[2021-06-01 00:02:12.061] Heartbeat: 0
[2021-06-01 00:02:15.061] Heartbeat: 1
[2021-06-01 00:02:18.061] Heartbeat: 0
[2021-06-01 00:02:21.061] Heartbeat: 1
[2021-06-01 00:02:24.061] Heartbeat: 0
[2021-06-01 00:02:27.061] Heartbeat: 1
[2021-06-01 00:02:30.061] Heartbeat: 0
[2021-06-01 00:02:33.061] Heartbeat: 1
[2021-06-01 00:02:36.061] Heartbeat: 0
[2021-06-01 00:02:39.061] Heartbeat: 1
[2021-06-01 00:02:42.061] Heartbeat: 0
[2021-06-01 00:02:45.061] Heartbeat: 1
[2021-06-01 00:02:48.061] Heartbeat: 0
[2021-06-01 00:02:51.061] Heartbeat: 1
[2021-06-01 00:02:54.061] Heartbeat: 0
[2021-06-01 00:02:57.063] Heartbeat: 1
[2021-06-01 00:03:00.062] Heartbeat: 0
