#Application: JXR BSC 1.7.6.4
#Release Date: 20200813
#Modbus Model: C2C Model
[2021-06-13 00:00:00.537] Heartbeat: 1
[2021-06-13 00:00:03.537] Heartbeat: 0
[2021-06-13 00:00:06.537] Heartbeat: 1
[2021-06-13 00:00:09.538] Heartbeat: 0
[2021-06-13 00:00:12.538] Heartbeat: 1
[2021-06-13 00:00:15.538] Heartbeat: 0
[2021-06-13 00:00:18.538] Heartbeat: 1
[2021-06-13 00:00:21.538] Heartbeat: 0
[2021-06-13 00:00:24.538] Heartbeat: 1
[2021-06-13 00:00:27.538] Heartbeat: 0
[2021-06-13 00:00:30.538] Heartbeat: 1
[2021-06-13 00:00:33.538] Heartbeat: 0
[2021-06-13 00:00:36.539] Heartbeat: 1
[2021-06-13 00:00:39.538] Heartbeat: 0
[2021-06-13 00:00:42.539] Heartbeat: 1
[2021-06-13 00:00:45.538] Heartbeat: 0
[2021-06-13 00:00:48.539] Heartbeat: 1
[2021-06-13 00:00:51.538] Heartbeat: 0
[2021-06-13 00:00:54.539] Heartbeat: 1
[2021-06-13 00:00:57.539] Heartbeat: 0
[2021-06-13 00:01:00.539] Heartbeat: 1
[2021-06-13 00:01:03.539] Heartbeat: 0
[2021-06-13 00:01:06.539] Heartbeat: 1
[2021-06-13 00:01:09.539] Heartbeat: 0
[2021-06-13 00:01:12.539] Heartbeat: 1
[2021-06-13 00:01:15.539] Heartbeat: 0
[2021-06-13 00:01:18.539] Heartbeat: 1
[2021-06-13 00:01:21.539] Heartbeat: 0
[2021-06-13 00:01:24.539] Heartbeat: 1
[2021-06-13 00:01:27.540] Heartbeat: 0
[2021-06-13 00:01:30.540] Heartbeat: 1
[2021-06-13 00:01:33.539] Heartbeat: 0
[2021-06-13 00:01:36.540] Heartbeat: 1
[2021-06-13 00:01:39.540] Heartbeat: 0
[2021-06-13 00:01:42.540] Heartbeat: 1
[2021-06-13 00:01:45.540] Heartbeat: 0
[2021-06-13 00:01:48.540] Heartbeat: 1
[2021-06-13 00:01:51.540] Heartbeat: 0
[2021-06-13 00:01:54.540] Heartbeat: 1
[2021-06-13 00:01:57.540] Heartbeat: 0
[2021-06-13 00:02:00.540] Heartbeat: 1
[2021-06-13 00:02:03.540] Heartbeat: 0
[2021-06-13 00:02:06.541] Heartbeat: 1
[2021-06-13 00:02:09.540] Heartbeat: 0
[2021-06-13 00:02:12.541] Heartbeat: 1
[2021-06-13 00:02:15.541] Heartbeat: 0
[2021-06-13 00:02:18.541] Heartbeat: 1
[2021-06-13 00:02:21.541] Heartbeat: 0
[2021-06-13 00:02:24.540] Heartbeat: 1
[2021-06-13 00:02:27.541] Heartbeat: 0
[2021-06-13 00:02:30.541] Heartbeat: 1
[2021-06-13 00:02:33.541] Heartbeat: 0
[2021-06-13 00:02:36.541] Heartbeat: 1
[2021-06-13 00:02:39.541] Heartbeat: 0
[2021-06-13 00:02:42.541] Heartbeat: 1
[2021-06-13 00:02:45.542] Heartbeat: 0
[2021-06-13 00:02:48.541] Heartbeat: 1
[2021-06-13 00:02:51.542] Heartbeat: 0
[2021-06-13 00:02:54.541] Heartbeat: 1
[2021-06-13 00:02:57.542] Heartbeat: 0
[2021-06-13 00:03:00.541] Heartbeat: 1
[2021-06-13 00:03:03.542] Heartbeat: 0
[2021-06-13 00:03:06.542] Heartbeat: 1
[2021-06-13 00:03:09.542] Heartbeat: 0
[2021-06-13 00:03:12.542] Heartbeat: 1
