#Application: JXR BSC 1.8.1.1
#Release Date: 20210916
#Modbus Model: C2C Model
[2023-06-17 00:00:00.724] Heartbeat: 0
[2023-06-17 00:00:03.724] Heartbeat: 1
[2023-06-17 00:00:06.725] Heartbeat: 0
[2023-06-17 00:00:09.724] Heartbeat: 1
[2023-06-17 00:00:12.725] Heartbeat: 0
[2023-06-17 00:00:15.724] Heartbeat: 1
[2023-06-17 00:00:18.724] Heartbeat: 0
[2023-06-17 00:00:21.724] Heartbeat: 1
[2023-06-17 00:00:24.725] Heartbeat: 0
[2023-06-17 00:00:27.724] Heartbeat: 1
[2023-06-17 00:00:30.725] Heartbeat: 0
[2023-06-17 00:00:33.724] Heartbeat: 1
[2023-06-17 00:00:36.725] Heartbeat: 0
[2023-06-17 00:00:39.725] Heartbeat: 1
[2023-06-17 00:00:42.725] Heartbeat: 0
[2023-06-17 00:00:45.725] Heartbeat: 1
[2023-06-17 00:00:48.726] Heartbeat: 0
[2023-06-17 00:00:51.725] Heartbeat: 1
[2023-06-17 00:00:54.726] Heartbeat: 0
[2023-06-17 00:00:57.725] Heartbeat: 1
[2023-06-17 00:01:00.726] Heartbeat: 0
[2023-06-17 00:01:03.726] Heartbeat: 1
[2023-06-17 00:01:06.726] Heartbeat: 0
[2023-06-17 00:01:09.726] Heartbeat: 1
[2023-06-17 00:01:12.726] Heartbeat: 0
[2023-06-17 00:01:15.726] Heartbeat: 1
[2023-06-17 00:01:18.726] Heartbeat: 0
[2023-06-17 00:01:21.726] Heartbeat: 1
[2023-06-17 00:01:24.726] Heartbeat: 0
[2023-06-17 00:01:27.726] Heartbeat: 1
[2023-06-17 00:01:30.726] Heartbeat: 0
[2023-06-17 00:01:33.726] Heartbeat: 1
[2023-06-17 00:01:36.727] Heartbeat: 0
[2023-06-17 00:01:39.727] Heartbeat: 1
[2023-06-17 00:01:42.727] Heartbeat: 0
[2023-06-17 00:01:45.727] Heartbeat: 1
[2023-06-17 00:01:48.727] Heartbeat: 0
[2023-06-17 00:01:51.726] Heartbeat: 1
[2023-06-17 00:01:54.727] Heartbeat: 0
[2023-06-17 00:01:57.727] Heartbeat: 1
[2023-06-17 00:02:00.727] Heartbeat: 0
[2023-06-17 00:02:03.727] Heartbeat: 1
[2023-06-17 00:02:06.727] Heartbeat: 0
[2023-06-17 00:02:09.727] Heartbeat: 1
[2023-06-17 00:02:12.728] Heartbeat: 0
[2023-06-17 00:02:15.728] Heartbeat: 1
[2023-06-17 00:02:18.737] Heartbeat: 0
[2023-06-17 00:02:21.736] Heartbeat: 1
[2023-06-17 00:02:24.737] Heartbeat: 0
[2023-06-17 00:02:27.737] Heartbeat: 1
[2023-06-17 00:02:30.737] Heartbeat: 0
[2023-06-17 00:02:33.737] Heartbeat: 1
[2023-06-17 00:02:36.737] Heartbeat: 0
