#Application: JXR BSC 1.7.6.4
#Release Date: 20200813
#Modbus Model: C2C Model
[2021-06-19 00:00:00.872] Heartbeat: 0
[2021-06-19 00:00:03.871] Heartbeat: 1
[2021-06-19 00:00:06.871] Heartbeat: 0
[2021-06-19 00:00:09.872] Heartbeat: 1
[2021-06-19 00:00:12.873] Heartbeat: 0
[2021-06-19 00:00:15.871] Heartbeat: 1
[2021-06-19 00:00:18.872] Heartbeat: 0
[2021-06-19 00:00:21.872] Heartbeat: 1
[2021-06-19 00:00:24.872] Heartbeat: 0
[2021-06-19 00:00:27.872] Heartbeat: 1
[2021-06-19 00:00:30.872] Heartbeat: 0
[2021-06-19 00:00:33.872] Heartbeat: 1
[2021-06-19 00:00:36.872] Heartbeat: 0
[2021-06-19 00:00:39.873] Heartbeat: 1
[2021-06-19 00:00:42.873] Heartbeat: 0
[2021-06-19 00:00:45.872] Heartbeat: 1
[2021-06-19 00:00:48.873] Heartbeat: 0
[2021-06-19 00:00:51.873] Heartbeat: 1
[2021-06-19 00:00:54.873] Heartbeat: 0
[2021-06-19 00:00:57.873] Heartbeat: 1
[2021-06-19 00:01:00.873] Heartbeat: 0
[2021-06-19 00:01:03.873] Heartbeat: 1
[2021-06-19 00:01:06.873] Heartbeat: 0
[2021-06-19 00:01:09.873] Heartbeat: 1
[2021-06-19 00:01:12.874] Heartbeat: 0
[2021-06-19 00:01:15.873] Heartbeat: 1
[2021-06-19 00:01:18.874] Heartbeat: 0
[2021-06-19 00:01:21.874] Heartbeat: 1
[2021-06-19 00:01:24.874] Heartbeat: 0
[2021-06-19 00:01:27.873] Heartbeat: 1
[2021-06-19 00:01:30.874] Heartbeat: 0
[2021-06-19 00:01:33.874] Heartbeat: 1
[2021-06-19 00:01:36.874] Heartbeat: 0
[2021-06-19 00:01:39.874] Heartbeat: 1
[2021-06-19 00:01:42.875] Heartbeat: 0
[2021-06-19 00:01:45.874] Heartbeat: 1
[2021-06-19 00:01:48.875] Heartbeat: 0
[2021-06-19 00:01:51.875] Heartbeat: 1
[2021-06-19 00:01:54.874] Heartbeat: 0
[2021-06-19 00:01:57.874] Heartbeat: 1
[2021-06-19 00:02:00.875] Heartbeat: 0
[2021-06-19 00:02:03.875] Heartbeat: 1
[2021-06-19 00:02:06.875] Heartbeat: 0
[2021-06-19 00:02:09.876] Heartbeat: 1
[2021-06-19 00:02:12.875] Heartbeat: 0
[2021-06-19 00:02:15.875] Heartbeat: 1
[2021-06-19 00:02:18.875] Heartbeat: 0
[2021-06-19 00:02:21.875] Heartbeat: 1
[2021-06-19 00:02:24.874] Heartbeat: 0
[2021-06-19 00:02:27.875] Heartbeat: 1
[2021-06-19 00:02:30.876] Heartbeat: 0
[2021-06-19 00:02:33.876] Heartbeat: 1
[2021-06-19 00:02:36.875] Heartbeat: 0
[2021-06-19 00:02:39.876] Heartbeat: 1
[2021-06-19 00:02:42.876] Heartbeat: 0
[2021-06-19 00:02:45.876] Heartbeat: 1
[2021-06-19 00:02:48.876] Heartbeat: 0
[2021-06-19 00:02:51.876] Heartbeat: 1
[2021-06-19 00:02:54.876] Heartbeat: 0
[2021-06-19 00:02:57.876] Heartbeat: 1
[2021-06-19 00:03:00.876] Heartbeat: 0
[2021-06-19 00:03:03.876] Heartbeat: 1
[2021-06-19 00:03:06.876] Heartbeat: 0
[2021-06-19 00:03:09.876] Heartbeat: 1
[2021-06-19 00:03:12.877] Heartbeat: 0
[2021-06-19 00:03:15.876] Heartbeat: 1
[2021-06-19 00:03:18.877] Heartbeat: 0
[2021-06-19 00:03:21.877] Heartbeat: 1
[2021-06-19 00:03:24.876] Heartbeat: 0
[2021-06-19 00:03:27.876] Heartbeat: 1
[2021-06-19 00:03:30.877] Heartbeat: 0
[2021-06-19 00:03:33.877] Heartbeat: 1
[2021-06-19 00:03:36.877] Heartbeat: 0
[2021-06-19 00:03:39.878] Heartbeat: 1
[2021-06-19 00:03:42.877] Heartbeat: 0
[2021-06-19 00:03:45.877] Heartbeat: 1
[2021-06-19 00:03:48.878] Heartbeat: 0
[2021-06-19 00:03:51.878] Heartbeat: 1
[2021-06-19 00:03:54.877] Heartbeat: 0
[2021-06-19 00:03:57.877] Heartbeat: 1
[2021-06-19 00:04:00.878] Heartbeat: 0
[2021-06-19 00:04:03.877] Heartbeat: 1
[2021-06-19 00:04:06.877] Heartbeat: 0
[2021-06-19 00:04:09.878] Heartbeat: 1
[2021-06-19 00:04:12.878] Heartbeat: 0
[2021-06-19 00:04:15.878] Heartbeat: 1
[2021-06-19 00:04:18.878] Heartbeat: 0
[2021-06-19 00:04:21.879] Heartbeat: 1
[2021-06-19 00:04:24.879] Heartbeat: 0
[2021-06-19 00:04:27.878] Heartbeat: 1
[2021-06-19 00:04:30.879] Heartbeat: 0
[2021-06-19 00:04:33.879] Heartbeat: 1
[2021-06-19 00:04:36.878] Heartbeat: 0
[2021-06-19 00:04:39.879] Heartbeat: 1
[2021-06-19 00:04:42.879] Heartbeat: 0
[2021-06-19 00:04:45.879] Heartbeat: 1
[2021-06-19 00:04:48.879] Heartbeat: 0
[2021-06-19 00:04:51.879] Heartbeat: 1
[2021-06-19 00:04:54.879] Heartbeat: 0
[2021-06-19 00:04:57.879] Heartbeat: 1
[2021-06-19 00:05:00.879] Heartbeat: 0
[2021-06-19 00:05:03.879] Heartbeat: 1
[2021-06-19 00:05:06.879] Heartbeat: 0
[2021-06-19 00:05:09.880] Heartbeat: 1
[2021-06-19 00:05:12.880] Heartbeat: 0
[2021-06-19 00:05:15.880] Heartbeat: 1
[2021-06-19 00:05:18.879] Heartbeat: 0
[2021-06-19 00:05:21.880] Heartbeat: 1
[2021-06-19 00:05:24.880] Heartbeat: 0
[2021-06-19 00:05:27.880] Heartbeat: 1
[2021-06-19 00:05:30.880] Heartbeat: 0
[2021-06-19 00:05:33.880] Heartbeat: 1
[2021-06-19 00:05:36.880] Heartbeat: 0
[2021-06-19 00:05:39.880] Heartbeat: 1
[2021-06-19 00:05:42.881] Heartbeat: 0
[2021-06-19 00:05:45.881] Heartbeat: 1
[2021-06-19 00:05:48.881] Heartbeat: 0
[2021-06-19 00:05:51.881] Heartbeat: 1
[2021-06-19 00:05:54.880] Heartbeat: 0
[2021-06-19 00:05:57.880] Heartbeat: 1
[2021-06-19 00:06:00.881] Heartbeat: 0
[2021-06-19 00:06:03.881] Heartbeat: 1
[2021-06-19 00:06:06.881] Heartbeat: 0
[2021-06-19 00:06:09.881] Heartbeat: 1
[2021-06-19 00:06:12.881] Heartbeat: 0
[2021-06-19 00:06:15.881] Heartbeat: 1
[2021-06-19 00:06:18.882] Heartbeat: 0
[2021-06-19 00:06:21.881] Heartbeat: 1
[2021-06-19 00:06:24.881] Heartbeat: 0
[2021-06-19 00:06:27.881] Heartbeat: 1
[2021-06-19 00:06:30.881] Heartbeat: 0
[2021-06-19 00:06:33.881] Heartbeat: 1
[2021-06-19 00:06:36.881] Heartbeat: 0
[2021-06-19 00:06:39.882] Heartbeat: 1
[2021-06-19 00:06:42.882] Heartbeat: 0
[2021-06-19 00:06:45.882] Heartbeat: 1
[2021-06-19 00:06:48.882] Heartbeat: 0
[2021-06-19 00:06:51.882] Heartbeat: 1
[2021-06-19 00:06:54.882] Heartbeat: 0
[2021-06-19 00:06:57.882] Heartbeat: 1
[2021-06-19 00:07:00.883] Heartbeat: 0
[2021-06-19 00:07:03.883] Heartbeat: 1
[2021-06-19 00:07:06.882] Heartbeat: 0
[2021-06-19 00:07:09.882] Heartbeat: 1
[2021-06-19 00:07:12.883] Heartbeat: 0
[2021-06-19 00:07:15.882] Heartbeat: 1
[2021-06-19 00:07:18.883] Heartbeat: 0
[2021-06-19 00:07:21.883] Heartbeat: 1
[2021-06-19 00:07:24.883] Heartbeat: 0
[2021-06-19 00:07:27.883] Heartbeat: 1
[2021-06-19 00:07:30.883] Heartbeat: 0
[2021-06-19 00:07:33.883] Heartbeat: 1
[2021-06-19 00:07:36.883] Heartbeat: 0
[2021-06-19 00:07:39.884] Heartbeat: 1
[2021-06-19 00:07:42.883] Heartbeat: 0
[2021-06-19 00:07:45.883] Heartbeat: 1
[2021-06-19 00:07:48.884] Heartbeat: 0
[2021-06-19 00:07:51.884] Heartbeat: 1
[2021-06-19 00:07:54.884] Heartbeat: 0
[2021-06-19 00:07:57.884] Heartbeat: 1
[2021-06-19 00:08:00.884] Heartbeat: 0
[2021-06-19 00:08:03.884] Heartbeat: 1
[2021-06-19 00:08:06.884] Heartbeat: 0
[2021-06-19 00:08:09.884] Heartbeat: 1
[2021-06-19 00:08:12.884] Heartbeat: 0
[2021-06-19 00:08:15.884] Heartbeat: 1
[2021-06-19 00:08:18.885] Heartbeat: 0
[2021-06-19 00:08:21.885] Heartbeat: 1
[2021-06-19 00:08:24.885] Heartbeat: 0
[2021-06-19 00:08:27.885] Heartbeat: 1
[2021-06-19 00:08:30.885] Heartbeat: 0
[2021-06-19 00:08:33.885] Heartbeat: 1
[2021-06-19 00:08:36.885] Heartbeat: 0
[2021-06-19 00:08:39.885] Heartbeat: 1
[2021-06-19 00:08:42.885] Heartbeat: 0
[2021-06-19 00:08:45.885] Heartbeat: 1
[2021-06-19 00:08:48.885] Heartbeat: 0
[2021-06-19 00:08:51.885] Heartbeat: 1
[2021-06-19 00:08:54.885] Heartbeat: 0
[2021-06-19 00:08:57.885] Heartbeat: 1
[2021-06-19 00:09:00.886] Heartbeat: 0
[2021-06-19 00:09:03.885] Heartbeat: 1
[2021-06-19 00:09:06.885] Heartbeat: 0
[2021-06-19 00:09:09.886] Heartbeat: 1
[2021-06-19 00:09:12.886] Heartbeat: 0
[2021-06-19 00:09:15.886] Heartbeat: 1
[2021-06-19 00:09:18.885] Heartbeat: 0
[2021-06-19 00:09:21.886] Heartbeat: 1
[2021-06-19 00:09:24.886] Heartbeat: 0
[2021-06-19 00:09:27.886] Heartbeat: 1
[2021-06-19 00:09:30.886] Heartbeat: 0
[2021-06-19 00:09:33.886] Heartbeat: 1
[2021-06-19 00:09:36.885] Heartbeat: 0
[2021-06-19 00:09:39.887] Heartbeat: 1
[2021-06-19 00:09:42.886] Heartbeat: 0
[2021-06-19 00:09:45.887] Heartbeat: 1
[2021-06-19 00:09:48.891] Heartbeat: 0
[2021-06-19 00:09:51.894] Heartbeat: 1
[2021-06-19 00:09:54.896] Heartbeat: 0
[2021-06-19 00:09:57.891] Heartbeat: 1
[2021-06-19 00:10:00.901] Heartbeat: 0
[2021-06-19 00:10:03.889] Heartbeat: 1
[2021-06-19 00:10:06.891] Heartbeat: 0
[2021-06-19 00:10:09.893] Heartbeat: 1
[2021-06-19 00:10:12.896] Heartbeat: 0
[2021-06-19 00:10:15.897] Heartbeat: 1
[2021-06-19 00:10:18.902] Heartbeat: 0
[2021-06-19 00:10:21.904] Heartbeat: 1
[2021-06-19 00:10:24.887] Heartbeat: 0
[2021-06-19 00:10:27.887] Heartbeat: 1
[2021-06-19 00:10:30.888] Heartbeat: 0
[2021-06-19 00:10:33.888] Heartbeat: 1
[2021-06-19 00:10:36.903] Heartbeat: 0
[2021-06-19 00:10:39.904] Heartbeat: 1
[2021-06-19 00:10:42.907] Heartbeat: 0
[2021-06-19 00:10:45.889] Heartbeat: 1
[2021-06-19 00:10:48.888] Heartbeat: 0
[2021-06-19 00:10:51.888] Heartbeat: 1
[2021-06-19 00:10:54.888] Heartbeat: 0
[2021-06-19 00:10:57.889] Heartbeat: 1
[2021-06-19 00:11:00.904] Heartbeat: 0
[2021-06-19 00:11:03.907] Heartbeat: 1
[2021-06-19 00:11:06.888] Heartbeat: 0
[2021-06-19 00:11:09.888] Heartbeat: 1
[2021-06-19 00:11:12.889] Heartbeat: 0
[2021-06-19 00:11:15.889] Heartbeat: 1
[2021-06-19 00:11:18.889] Heartbeat: 0
[2021-06-19 00:11:21.889] Heartbeat: 1
[2021-06-19 00:11:24.889] Heartbeat: 0
[2021-06-19 00:11:27.890] Heartbeat: 1
[2021-06-19 00:11:30.889] Heartbeat: 0
[2021-06-19 00:11:33.890] Heartbeat: 1
[2021-06-19 00:11:36.889] Heartbeat: 0
[2021-06-19 00:11:39.890] Heartbeat: 1
[2021-06-19 00:11:42.890] Heartbeat: 0
[2021-06-19 00:11:45.890] Heartbeat: 1
[2021-06-19 00:11:48.890] Heartbeat: 0
[2021-06-19 00:11:51.890] Heartbeat: 1
[2021-06-19 00:11:54.890] Heartbeat: 0
[2021-06-19 00:11:57.890] Heartbeat: 1
[2021-06-19 00:12:00.890] Heartbeat: 0
[2021-06-19 00:12:03.890] Heartbeat: 1
[2021-06-19 00:12:06.890] Heartbeat: 0
[2021-06-19 00:12:09.890] Heartbeat: 1
[2021-06-19 00:12:12.891] Heartbeat: 0
[2021-06-19 00:12:15.891] Heartbeat: 1
[2021-06-19 00:12:18.890] Heartbeat: 0
[2021-06-19 00:12:21.890] Heartbeat: 1
[2021-06-19 00:12:24.891] Heartbeat: 0
[2021-06-19 00:12:27.891] Heartbeat: 1
[2021-06-19 00:12:30.891] Heartbeat: 0
[2021-06-19 00:12:33.891] Heartbeat: 1
[2021-06-19 00:12:36.890] Heartbeat: 0
[2021-06-19 00:12:39.890] Heartbeat: 1
[2021-06-19 00:12:42.891] Heartbeat: 0
[2021-06-19 00:12:45.891] Heartbeat: 1
[2021-06-19 00:12:48.891] Heartbeat: 0
[2021-06-19 00:12:51.891] Heartbeat: 1
[2021-06-19 00:12:54.891] Heartbeat: 0
[2021-06-19 00:12:57.892] Heartbeat: 1
[2021-06-19 00:13:00.891] Heartbeat: 0
[2021-06-19 00:13:03.891] Heartbeat: 1
[2021-06-19 00:13:06.891] Heartbeat: 0
[2021-06-19 00:13:09.891] Heartbeat: 1
[2021-06-19 00:13:12.891] Heartbeat: 0
[2021-06-19 00:13:15.892] Heartbeat: 1
[2021-06-19 00:13:18.892] Heartbeat: 0
[2021-06-19 00:13:21.892] Heartbeat: 1
[2021-06-19 00:13:24.892] Heartbeat: 0
[2021-06-19 00:13:27.892] Heartbeat: 1
[2021-06-19 00:13:30.892] Heartbeat: 0
[2021-06-19 00:13:33.892] Heartbeat: 1
[2021-06-19 00:13:36.892] Heartbeat: 0
[2021-06-19 00:13:39.893] Heartbeat: 1
[2021-06-19 00:13:42.892] Heartbeat: 0
[2021-06-19 00:13:45.893] Heartbeat: 1
[2021-06-19 00:13:48.893] Heartbeat: 0
[2021-06-19 00:13:51.893] Heartbeat: 1
[2021-06-19 00:13:54.893] Heartbeat: 0
[2021-06-19 00:13:57.893] Heartbeat: 1
[2021-06-19 00:14:00.893] Heartbeat: 0
[2021-06-19 00:14:03.893] Heartbeat: 1
